  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   248,    P-2468,   2024/08/28 22:50:18,           1-06,      38,       -18.760,       -29.271,       -99.530,        -3.253,         19660,       0,    1,                                   OH_31,                                  SAMPLE,                 H2O, 1724885692.69,         0.234,         0.180,         0.304,         0.164,        92.482,         0.000,         0.001,         1.476,       106.036,        12.546,         2.719,       136.079,         1.026,         1.313,       -0.0000,        0.0000,    1,        44.625,         1,       6,       2,20kPPM_O17_Single_Stroke,       0,       1
   249,    P-2468,   2024/08/28 22:59:33,           1-06,      39,       -18.756,       -29.284,       -99.563,        -3.241,         19672,       0,    1,                                   OH_31,                                  SAMPLE,                 H2O, 1724886247.81,         0.232,         0.166,         0.307,         0.172,        95.087,        -0.000,        -0.000,         1.517,       106.108,        12.508,         2.724,       136.286,         1.025,         1.283,        0.0000,       -0.0000,    1,        44.625,         1,       6,       2,20kPPM_O17_Single_Stroke,       0,       1
   250,    P-2468,   2024/08/28 23:08:48,           1-06,      40,       -18.738,       -29.240,       -99.436,        -3.247,         19663,       0,    1,                                   OH_31,                                  SAMPLE,                 H2O, 1724886803.12,         0.217,         0.177,         0.334,         0.152,        95.651,        -0.000,         0.001,         1.523,       106.018,        12.503,         2.729,       136.382,         1.025,         1.366,        0.0000,        0.0000,    1,        44.625,         1,       6,       2,20kPPM_O17_Single_Stroke,       0,       1
   251,    P-2469,   2024/08/28 23:18:04,           1-07,       1,       -20.675,       -32.781,      -130.719,        -3.293,         19215,      -1,    1,                                     M20,                                     SPY,                 H2O, 1724887358.69,         0.225,         0.168,         0.318,         0.163,        93.368,         0.000,         0.001,         1.503,       103.395,        12.752,         2.639,       132.398,         1.023,         1.263,       -0.0000,       -0.0001,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   252,    P-2469,   2024/08/28 23:27:19,           1-07,       2,       -20.658,       -32.727,      -132.027,        -3.305,         19770,      -1,    1,                                     M20,                                     SPY,                 H2O, 1724887909.84,         0.229,         0.181,         0.346,         0.164,        93.602,         0.000,         0.003,         1.551,       106.656,        12.921,         2.716,       136.012,         1.023,         1.254,        0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   253,    P-2469,   2024/08/28 23:36:34,           1-07,       3,       -20.742,       -32.805,      -132.316,        -3.348,         19531,      -1,    1,                                     M20,                                     SPY,                 H2O, 1724888469.37,         0.241,         0.177,         0.328,         0.170,        93.239,        -0.000,         0.002,         1.487,       105.208,        12.673,         2.705,       134.987,         1.025,         1.390,        0.0000,        0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   254,    P-2469,   2024/08/28 23:45:49,           1-07,       4,       -20.652,       -32.724,      -132.443,        -3.301,         19559,       0,    1,                                     M20,                                     SPY,                 H2O, 1724889024.35,         0.199,         0.170,         0.330,         0.139,        93.575,         0.001,         0.002,         1.494,       105.529,        12.773,         2.677,       134.119,         1.024,         1.174,        0.0000,        0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   255,    P-2469,   2024/08/28 23:55:05,           1-07,       5,       -20.706,       -32.842,      -132.615,        -3.291,         19545,       0,    1,                                     M20,                                     SPY,                 H2O, 1724889580.34,         0.233,         0.190,         0.400,         0.174,        93.222,         0.002,         0.004,         1.481,       105.275,        12.789,         2.703,       135.016,         1.024,         1.368,       -0.0000,       -0.0001,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   256,    P-2469,   2024/08/29 00:04:20,           1-07,       6,       -20.719,       -32.828,      -132.669,        -3.313,         19578,       0,    1,                                     M20,                                     SPY,                 H2O, 1724890135.63,         0.229,         0.165,         0.295,         0.170,        93.542,        -0.000,         0.001,         1.498,       105.480,        12.737,         2.705,       135.360,         1.024,         1.333,       -0.0000,       -0.0000,    1,        44.625,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   257,    P-2469,   2024/08/29 00:13:36,           1-07,       7,       -20.720,       -32.814,      -132.724,        -3.321,         19553,       0,    1,                                     M20,                                     SPY,                 H2O, 1724890690.82,         0.236,         0.172,         0.340,         0.168,        93.565,        -0.000,         0.002,         1.492,       105.480,        12.791,         2.680,       134.099,         1.025,         1.128,       -0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   258,    P-2469,   2024/08/29 00:22:51,           1-07,       8,       -20.698,       -32.744,      -132.648,        -3.337,         19575,       0,    1,                                     M20,                                     SPY,                 H2O, 1724891246.77,         0.227,         0.172,         0.327,         0.162,        92.004,        -0.000,         0.000,         1.462,       105.616,        12.624,         2.697,       134.577,         1.025,         1.234,        0.0000,        0.0001,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   259,    P-2469,   2024/08/29 00:32:06,           1-07,       9,       -20.725,       -32.820,      -132.747,        -3.323,         19549,       0,    1,                                     M20,                                     SPY,                 H2O, 1724891801.39,         0.211,         0.161,         0.340,         0.156,        92.869,         0.000,         0.002,         1.484,       105.327,        12.675,         2.705,       135.192,         1.025,         1.371,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   260,    P-2469,   2024/08/29 00:41:22,           1-07,      10,       -20.678,       -32.753,      -132.732,        -3.312,         19531,       0,    1,                                     M20,                                     SPY,                 H2O, 1724892357.09,         0.219,         0.167,         0.371,         0.159,        92.987,         0.001,         0.003,         1.485,       105.306,        12.742,         2.682,       134.282,         1.026,         1.273,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   261,    P-2469,   2024/08/29 00:50:39,           1-07,      11,       -20.729,       -32.815,      -132.796,        -3.329,         19510,       0,    1,                                     M20,                                     SPY,                 H2O, 1724892914.52,         0.226,         0.173,         0.350,         0.164,        92.211,         0.000,         0.002,         1.480,       105.048,        12.694,         2.702,       135.116,         1.023,         1.453,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   262,    P-2469,   2024/08/29 00:59:54,           1-07,      12,       -20.702,       -32.817,      -132.890,        -3.301,         19539,       0,    1,                                     M20,                                     SPY,                 H2O, 1724893469.16,         0.218,         0.165,         0.354,         0.159,        94.603,         0.000,         0.003,         1.506,       105.312,        12.802,         2.688,       134.564,         1.026,         1.289,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   263,    P-2469,   2024/08/29 01:09:10,           1-07,      13,       -20.723,       -32.821,      -132.863,        -3.321,         19559,       0,    1,                                     M20,                                     SPY,                 H2O, 1724894025.07,         0.208,         0.177,         0.292,         0.154,        94.528,        -0.001,         0.000,         1.512,       105.404,        12.732,         2.698,       134.996,         1.024,         1.346,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   264,    P-2469,   2024/08/29 01:18:25,           1-07,      14,       -20.733,       -32.841,      -132.905,        -3.320,         19580,       0,    1,                                     M20,                                     SPY,                 H2O, 1724894580.83,         0.211,         0.159,         0.322,         0.154,        93.127,        -0.000,         0.002,         1.490,       105.468,        12.823,         2.704,       135.242,         1.024,         1.396,        0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   265,    P-2469,   2024/08/29 01:27:41,           1-07,      15,       -20.670,       -32.779,      -132.908,        -3.290,         19512,       0,    1,                                     M20,                                     SPY,                 H2O, 1724895136.23,         0.205,         0.161,         0.317,         0.146,        91.999,         0.000,         0.002,         1.475,       105.184,        12.873,         2.670,       133.888,         1.026,         1.232,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   266,    P-2469,   2024/08/29 01:36:57,           1-07,      16,       -20.705,       -32.827,      -132.923,        -3.299,         19574,       0,    1,                                     M20,                                     SPY,                 H2O, 1724895687.88,         0.216,         0.170,         0.338,         0.155,        91.758,         0.000,         0.003,         1.531,       105.439,        12.748,         2.707,       135.386,         1.024,         1.390,        0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   267,    P-2469,   2024/08/29 01:46:13,           1-07,      17,       -20.742,       -32.832,      -132.880,        -3.334,         19580,       0,    1,                                     M20,                                     SPY,                 H2O, 1724896247.77,         0.224,         0.172,         0.295,         0.162,        93.207,        -0.000,         0.000,         1.480,       105.561,        12.701,         2.698,       134.956,         1.025,         1.322,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   268,    P-2469,   2024/08/29 01:55:29,           1-07,      18,       -20.704,       -32.826,      -132.957,        -3.298,         19554,       0,    1,                                     M20,                                     SPY,                 H2O, 1724896804.50,         0.234,         0.185,         0.388,         0.164,        93.074,         0.000,         0.003,         1.485,       105.308,        12.855,         2.699,       134.968,         1.023,         1.400,       -0.0000,       -0.0000,    1,        44.438,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   269,    P-2469,   2024/08/29 02:04:44,           1-07,      19,       -20.687,       -32.764,      -132.881,        -3.315,         19589,       0,    1,                                     M20,                                     SPY,                 H2O, 1724897359.22,         0.231,         0.181,         0.337,         0.167,        94.515,         0.000,         0.002,         1.507,       105.636,        12.774,         2.694,       134.716,         1.024,         1.236,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   270,    P-2469,   2024/08/29 02:14:00,           1-07,      20,       -20.705,       -32.787,      -132.881,        -3.321,         19557,       0,    1,                                     M20,                                     SPY,                 H2O, 1724897914.85,         0.237,         0.180,         0.418,         0.178,        96.145,        -0.000,         0.004,         1.529,       105.419,        12.756,         2.693,       134.716,         1.027,         1.343,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   271,    P-2469,   2024/08/29 02:23:15,           1-07,      21,       -20.719,       -32.836,      -132.912,        -3.308,         19680,       0,    1,                                     M20,                                     SPY,                 H2O, 1724898470.11,         0.215,         0.166,         0.323,         0.154,        94.279,         0.000,         0.002,         1.503,       106.113,        12.901,         2.709,       135.361,         1.024,         1.308,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   272,    P-2469,   2024/08/29 02:32:31,           1-07,      22,       -20.727,       -32.847,      -132.990,        -3.311,         19541,       0,    1,                                     M20,                                     SPY,                 H2O, 1724899025.10,         0.228,         0.186,         0.339,         0.160,        94.740,        -0.000,         0.001,         1.513,       105.292,        12.794,         2.689,       134.765,         1.025,         1.343,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   273,    P-2469,   2024/08/29 02:41:46,           1-07,      23,       -20.720,       -32.807,      -132.971,        -3.325,         19549,       0,    1,                                     M20,                                     SPY,                 H2O, 1724899581.37,         0.231,         0.177,         0.336,         0.165,        93.924,         0.000,         0.002,         1.495,       105.329,        12.869,         2.689,       134.532,         1.027,         1.320,        0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   274,    P-2469,   2024/08/29 02:51:02,           1-07,      24,       -20.724,       -32.815,      -132.948,        -3.325,         19551,       0,    1,                                     M20,                                     SPY,                 H2O, 1724900137.04,         0.218,         0.162,         0.314,         0.158,        93.934,        -0.000,         0.001,         1.511,       105.365,        12.682,         2.703,       134.969,         1.024,         1.368,        0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   275,    P-2469,   2024/08/29 03:00:17,           1-07,      25,       -20.714,       -32.792,      -132.953,        -3.328,         19579,       0,    1,                                     M20,                                     SPY,                 H2O, 1724900692.51,         0.205,         0.159,         0.288,         0.153,        93.574,        -0.000,         0.000,         1.486,       105.524,        12.728,         2.698,       135.115,         1.026,         1.328,        0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   276,    P-2469,   2024/08/29 03:09:33,           1-07,      26,       -20.767,       -32.843,      -132.954,        -3.353,         19510,       0,    1,                                     M20,                                     SPY,                 H2O, 1724901247.71,         0.222,         0.167,         0.301,         0.164,        94.665,        -0.001,         0.001,         1.513,       105.025,        12.821,         2.697,       134.810,         1.022,         1.403,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   277,    P-2469,   2024/08/29 03:18:48,           1-07,      27,       -20.726,       -32.766,      -132.932,        -3.354,         19615,       0,    1,                                     M20,                                     SPY,                 H2O, 1724901802.84,         0.203,         0.159,         0.299,         0.144,        93.338,        -0.000,         0.001,         1.488,       105.803,        12.871,         2.691,       134.462,         1.027,         1.249,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   278,    P-2469,   2024/08/29 03:28:03,           1-07,      28,       -20.714,       -32.820,      -132.993,        -3.312,         19606,       0,    1,                                     M20,                                     SPY,                 H2O, 1724902358.31,         0.245,         0.178,         0.382,         0.176,        93.623,         0.000,         0.003,         1.494,       105.680,        12.695,         2.706,       135.432,         1.024,         1.325,        0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   279,    P-2469,   2024/08/29 03:37:19,           1-07,      29,       -20.727,       -32.787,      -132.939,        -3.343,         19614,       0,    1,                                     M20,                                     SPY,                 H2O, 1724902914.16,         0.241,         0.181,         0.315,         0.170,        91.530,        -0.000,         0.001,         1.471,       105.640,        12.747,         2.721,       135.714,         1.022,         1.462,       -0.0000,        0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   280,    P-2469,   2024/08/29 03:46:35,           1-07,      30,       -20.710,       -32.849,      -133.079,        -3.292,         19638,       0,    1,                                     M20,                                     SPY,                 H2O, 1724903465.59,         0.213,         0.168,         0.344,         0.155,        91.117,         0.001,         0.003,         1.516,       105.757,        12.982,         2.705,       135.451,         1.025,         1.366,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   281,    P-2469,   2024/08/29 03:55:50,           1-07,      31,       -20.685,       -32.777,      -133.014,        -3.305,         19591,       0,    1,                                     M20,                                     SPY,                 H2O, 1724904024.38,         0.234,         0.191,         0.330,         0.160,        93.010,         0.001,         0.002,         1.476,       105.568,        12.870,         2.691,       134.940,         1.026,         1.320,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   282,    P-2469,   2024/08/29 04:05:06,           1-07,      32,       -20.711,       -32.832,      -132.999,        -3.302,         19686,       0,    1,                                     M20,                                     SPY,                 H2O, 1724904580.96,         0.216,         0.162,         0.279,         0.156,        93.611,        -0.000,         0.001,         1.505,       106.096,        12.859,         2.716,       135.903,         1.027,         1.393,        0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   283,    P-2469,   2024/08/29 04:14:22,           1-07,      33,       -20.748,       -32.858,      -133.026,        -3.326,         19529,       0,    1,                                     M20,                                     SPY,                 H2O, 1724905136.84,         0.240,         0.170,         0.359,         0.178,        95.088,        -0.000,         0.002,         1.518,       105.175,        12.958,         2.684,       134.323,         1.023,         1.337,        0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   284,    P-2469,   2024/08/29 04:23:38,           1-07,      34,       -20.702,       -32.794,      -133.028,        -3.314,         19562,       0,    1,                                     M20,                                     SPY,                 H2O, 1724905692.86,         0.227,         0.153,         0.290,         0.171,        92.663,        -0.000,         0.000,         1.484,       105.423,        12.628,         2.710,       135.307,         1.025,         1.406,       -0.0000,        0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   285,    P-2469,   2024/08/29 04:32:53,           1-07,      35,       -20.748,       -32.859,      -133.036,        -3.326,         19707,       0,    1,                                     M20,                                     SPY,                 H2O, 1724906248.14,         0.219,         0.171,         0.301,         0.152,        94.787,        -0.000,         0.001,         1.503,       106.213,        12.722,         2.731,       136.476,         1.026,         1.403,        0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   286,    P-2469,   2024/08/29 04:42:08,           1-07,      36,       -20.678,       -32.803,      -133.082,        -3.284,         19636,       0,    1,                                     M20,                                     SPY,                 H2O, 1724906803.47,         0.216,         0.167,         0.302,         0.155,        93.763,         0.000,         0.001,         1.495,       105.864,        12.798,         2.704,       135.419,         1.023,         1.308,       -0.0000,       -0.0000,    1,        44.500,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   287,    P-2469,   2024/08/29 04:51:23,           1-07,      37,       -20.742,       -32.848,      -133.016,        -3.326,         19624,       0,    1,                                     M20,                                     SPY,                 H2O, 1724907358.88,         0.227,         0.161,         0.293,         0.170,        91.859,         0.000,        -0.001,         1.463,       105.761,        12.866,         2.706,       135.207,         1.025,         1.357,        0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   288,    P-2469,   2024/08/29 05:00:41,           1-07,      38,       -20.711,       -32.792,      -132.974,        -3.325,         19662,       0,    1,                                     M20,                                     SPY,                 H2O, 1724907915.34,         0.224,         0.175,         0.325,         0.159,        95.223,        -0.000,         0.002,         1.517,       106.028,        12.929,         2.694,       134.991,         1.026,         1.251,       -0.0000,        0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   289,    P-2469,   2024/08/29 05:09:56,           1-07,      39,       -20.730,       -32.806,      -132.954,        -3.335,         19646,       0,    1,                                     M20,                                     SPY,                 H2O, 1724908471.38,         0.225,         0.166,         0.321,         0.163,        94.532,        -0.000,         0.002,         1.504,       105.920,        12.771,         2.711,       135.355,         1.023,         1.324,       -0.0000,        0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   290,    P-2469,   2024/08/29 05:19:12,           1-07,      40,       -20.714,       -32.812,      -133.029,        -3.317,         19559,       0,    1,                                     M20,                                     SPY,                 H2O, 1724909026.28,         0.220,         0.162,         0.299,         0.162,        93.794,        -0.000,         0.000,         1.492,       105.410,        12.892,         2.685,       134.408,         1.026,         1.261,       -0.0000,       -0.0000,    1,        44.562,         1,       7,       2,20kPPM_O17_Single_Stroke,       0,       1
   291,    P-2470,   2024/08/29 05:28:27,           1-08,       1,       -22.017,       -35.364,      -151.265,        -3.253,         19441,      -1,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724909582.05,         0.209,         0.175,         0.374,         0.154,        92.241,         0.001,         0.004,         1.476,       104.815,        12.744,         2.664,       133.516,         1.024,         1.228,        0.0000,        0.0000,    1,        44.500,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   292,    P-2470,   2024/08/29 05:37:43,           1-08,       2,       -22.102,       -35.438,      -151.888,        -3.299,         19497,      -1,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724910137.31,         0.238,         0.178,         0.340,         0.171,        93.080,         0.000,         0.003,         1.480,       104.980,        12.999,         2.676,       134.016,         1.025,         1.388,        0.0000,        0.0000,    1,        44.500,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   293,    P-2470,   2024/08/29 05:46:58,           1-08,       3,       -22.109,       -35.452,      -152.025,        -3.299,         19667,      -1,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724910692.53,         0.226,         0.168,         0.342,         0.161,        93.803,        -0.000,         0.003,         1.499,       106.064,        12.921,         2.704,       134.978,         1.024,         1.347,        0.0000,        0.0000,    1,        44.500,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   294,    P-2470,   2024/08/29 05:56:13,           1-08,       4,       -22.042,       -35.466,      -152.239,        -3.222,         19441,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724911247.32,         0.229,         0.188,         0.365,         0.159,        94.011,         0.001,         0.003,         1.489,       104.815,        12.964,         2.650,       132.960,         1.025,         1.208,        0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   295,    P-2470,   2024/08/29 06:05:28,           1-08,       5,       -22.102,       -35.487,      -152.266,        -3.272,         19678,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724911803.01,         0.208,         0.165,         0.359,         0.149,        93.858,         0.000,         0.003,         1.493,       106.150,        12.962,         2.699,       134.914,         1.023,         1.224,        0.0000,        0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   296,    P-2470,   2024/08/29 06:14:43,           1-08,       6,       -22.107,       -35.457,      -152.203,        -3.293,         19745,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724912358.78,         0.232,         0.170,         0.320,         0.166,        93.488,        -0.000,         0.002,         1.499,       106.442,        13.021,         2.721,       135.753,         1.023,         1.407,        0.0000,        0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   297,    P-2470,   2024/08/29 06:23:59,           1-08,       7,       -22.159,       -35.541,      -152.429,        -3.301,         19587,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724912913.58,         0.243,         0.189,         0.320,         0.173,        94.212,        -0.000,         0.000,         1.490,       105.538,        12.949,         2.698,       134.743,         1.024,         1.350,        0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   298,    P-2470,   2024/08/29 06:33:13,           1-08,       8,       -22.083,       -35.465,      -152.463,        -3.265,         19552,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724913468.66,         0.228,         0.164,         0.300,         0.163,        90.811,         0.000,         0.001,         1.456,       105.349,        12.990,         2.680,       134.254,         1.025,         1.296,        0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   299,    P-2470,   2024/08/29 06:42:29,           1-08,       9,       -22.094,       -35.491,      -152.486,        -3.261,         19623,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724914024.00,         0.225,         0.168,         0.338,         0.163,        93.862,         0.000,         0.002,         1.488,       105.777,        12.951,         2.696,       134.909,         1.025,         1.301,        0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   300,    P-2470,   2024/08/29 06:51:44,           1-08,      10,       -22.100,       -35.470,      -152.397,        -3.280,         19552,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724914579.21,         0.216,         0.173,         0.321,         0.154,        93.957,        -0.000,         0.002,         1.512,       105.397,        12.993,         2.679,       133.872,         1.022,         1.306,        0.0000,        0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   301,    P-2470,   2024/08/29 07:00:59,           1-08,      11,       -22.106,       -35.530,      -152.513,        -3.253,         19545,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724915134.04,         0.216,         0.172,         0.356,         0.165,        95.302,        -0.000,         0.001,         1.524,       105.307,        12.939,         2.686,       134.452,         1.023,         1.319,        0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   302,    P-2470,   2024/08/29 07:10:15,           1-08,      12,       -22.103,       -35.495,      -152.503,        -3.269,         19564,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724915689.38,         0.231,         0.172,         0.316,         0.169,        95.260,        -0.000,         0.000,         1.517,       105.438,        13.042,         2.682,       134.124,         1.025,         1.276,        0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   303,    P-2470,   2024/08/29 07:19:30,           1-08,      13,       -22.139,       -35.497,      -152.451,        -3.304,         19554,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724916245.64,         0.242,         0.179,         0.315,         0.171,        95.516,        -0.001,         0.002,         1.523,       105.403,        13.001,         2.675,       133.829,         1.023,         1.296,        0.0000,        0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   304,    P-2470,   2024/08/29 07:28:45,           1-08,      14,       -22.080,       -35.471,      -152.424,        -3.259,         19549,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724916800.72,         0.242,         0.175,         0.376,         0.178,        94.977,         0.000,         0.003,         1.509,       105.371,        12.828,         2.692,       134.473,         1.024,         1.340,       -0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   305,    P-2470,   2024/08/29 07:38:01,           1-08,      15,       -22.095,       -35.496,      -152.470,        -3.260,         19590,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724917356.02,         0.222,         0.167,         0.350,         0.163,        95.838,         0.001,         0.003,         1.518,       105.603,        13.032,         2.682,       134.192,         1.025,         1.260,        0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   306,    P-2470,   2024/08/29 07:47:16,           1-08,      16,       -22.105,       -35.531,      -152.579,        -3.251,         19601,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724917911.41,         0.248,         0.186,         0.312,         0.176,        96.411,        -0.001,         0.000,         1.542,       105.627,        13.089,         2.690,       134.373,         1.024,         1.258,       -0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   307,    P-2470,   2024/08/29 07:56:31,           1-08,      17,       -22.126,       -35.535,      -152.527,        -3.271,         19628,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724918466.36,         0.230,         0.190,         0.359,         0.158,        95.233,         0.001,         0.002,         1.513,       105.722,        12.985,         2.704,       135.336,         1.027,         1.440,        0.0000,       -0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   308,    P-2470,   2024/08/29 08:05:47,           1-08,      18,       -22.127,       -35.506,      -152.513,        -3.287,         19375,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724919021.77,         0.211,         0.160,         0.309,         0.158,        94.495,        -0.000,         0.001,         1.513,       104.401,        12.842,         2.655,       132.768,         1.025,         1.260,        0.0000,        0.0000,    1,        44.562,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
   309,    P-2470,   2024/08/29 08:15:01,           1-08,      19,       -22.129,       -35.524,      -152.526,        -3.279,         19676,       0,    1,                                   OH_33,                                  SAMPLE,                 H2O, 1724919576.58,         0.227,         0.162,         0.307,         0.167,        96.181,         0.000,         0.002,         1.529,       105.976,        12.973,         2.729,       135.720,         1.025,         1.450,        0.0000,       -0.0000,    1,        44.625,         1,       8,       3,20kPPM_O17_Single_Stroke,       0,       1
